frame_id,timestamp,rel_time_s,當前幀狀態,上一幀狀態,tracking_method,init_matches,initial_matches,matches_before_tlm_opt,matches_after_tlm_opt,final_inliers,opt_type,need_new_kf,new_kf_created,total_kf_in_map,total_mp_in_map,local_map_mp_count,local_kf_count,map_updated,total_maps,reloc_attempted,reloc_success,reloc_candidates,reloc_bow_pass,reloc_pnp_inliers,imu_initialized,bias_acc_norm,bias_gyro_norm,preintegration_ms,pose_pred_ms,track_local_map_ms,need_new_kf_ms,total_tracking_ms,source,event_type,kf_id,track_frame_id,map_id,tracking_state,visual_chi2_mean,visual_chi2_max,imu_chi2_mean,imu_chi2_max,imu_rot_res_norm,imu_vel_res_norm,imu_pos_res_norm,gyro_rw_chi2,acc_rw_chi2,pose_update_norm,velocity_update_norm,bias_update_norm
189,1403715533.362143,9.450000,OK,OK,MM,0,241,376,275,275,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.023,1.593,0.040,3.048,Tracking,FRAME_PROCESSED,11,189,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006558,0.000000,0.000000
190,1403715533.412143,9.500000,OK,OK,MM,0,225,405,286,286,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.922,1.674,0.038,3.062,Tracking,FRAME_PROCESSED,11,190,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001470,0.000000,0.000000
191,1403715533.462143,9.550000,OK,OK,MM,0,234,405,303,303,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.991,1.685,0.038,3.107,Tracking,FRAME_PROCESSED,11,191,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006056,0.000000,0.000000
192,1403715533.512143,9.600000,OK,OK,MM,0,236,406,309,309,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.068,1.698,0.038,3.263,Tracking,FRAME_PROCESSED,11,192,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005603,0.000000,0.000000
193,1403715533.562143,9.650000,OK,OK,MM,0,242,420,305,305,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.127,1.829,0.036,3.388,Tracking,FRAME_PROCESSED,11,193,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001204,0.000000,0.000000
194,1403715533.612143,9.700000,OK,OK,MM,0,242,406,307,307,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.982,1.724,0.039,3.141,Tracking,FRAME_PROCESSED,11,194,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002023,0.000000,0.000000
195,1403715533.662143,9.750000,OK,OK,MM,0,250,421,307,307,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.016,1.702,0.037,3.138,Tracking,FRAME_PROCESSED,11,195,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005011,0.000000,0.000000
196,1403715533.712143,9.800000,OK,OK,MM,0,235,420,295,295,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.145,1.711,0.038,3.292,Tracking,FRAME_PROCESSED,11,196,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.014791,0.000000,0.000000
197,1403715533.762143,9.850000,OK,OK,MM,0,235,420,320,320,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.105,1.700,0.038,3.263,Tracking,FRAME_PROCESSED,11,197,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.020306,0.000000,0.000000
198,1403715533.812143,9.900000,OK,OK,MM,0,263,408,307,307,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.266,1.685,0.037,3.397,Tracking,FRAME_PROCESSED,11,198,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010826,0.000000,0.000000
199,1403715533.862143,9.950000,OK,OK,MM,0,263,412,320,320,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.250,1.662,0.036,3.337,Tracking,FRAME_PROCESSED,11,199,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.016369,0.000000,0.000000
200,1403715533.912143,10.000000,OK,OK,MM,0,258,392,301,301,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.160,1.589,0.037,3.184,Tracking,FRAME_PROCESSED,11,200,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008774,0.000000,0.000000
201,1403715533.962143,10.050000,OK,OK,MM,0,249,396,298,298,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.135,1.598,0.036,3.149,Tracking,FRAME_PROCESSED,11,201,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012398,0.000000,0.000000
202,1403715534.012143,10.100000,OK,OK,MM,0,241,387,297,297,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.113,1.529,0.037,3.054,Tracking,FRAME_PROCESSED,11,202,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005596,0.000000,0.000000
203,1403715534.062143,10.150000,OK,OK,MM,0,245,348,270,270,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.056,1.462,0.038,2.919,Tracking,FRAME_PROCESSED,11,203,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.029559,0.000000,0.000000
204,1403715534.112143,10.200000,OK,OK,MM,0,232,343,261,261,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.101,1.397,0.038,2.910,Tracking,FRAME_PROCESSED,11,204,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.022397,0.000000,0.000000
205,1403715534.162143,10.250000,OK,OK,MM,0,216,330,256,256,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.009,1.443,0.037,2.855,Tracking,FRAME_PROCESSED,11,205,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008267,0.000000,0.000000
206,1403715534.212143,10.300000,OK,OK,MM,0,196,325,252,252,PoseOpt,no,no,12,1398,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.025,1.673,0.040,3.161,Tracking,FRAME_PROCESSED,11,206,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007106,0.000000,0.000000
207,1403715534.262143,10.350000,OK,OK,MM,0,206,285,218,218,PoseOpt,yes,yes,12,2019,1398,12,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.954,1.339,0.038,3.104,Tracking,FRAME_PROCESSED,12,207,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.027230,0.000000,0.000000
208,1403715534.312143,10.400000,OK,OK,MM,0,612,604,564,564,PoseOpt,no,no,13,1481,1481,13,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,2.281,2.018,0.048,4.748,Tracking,FRAME_PROCESSED,12,208,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001830,0.000000,0.000000
209,1403715534.362143,10.450000,OK,OK,MM,0,452,579,531,531,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.667,2.120,0.042,4.263,Tracking,FRAME_PROCESSED,12,209,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001643,0.000000,0.000000
210,1403715534.412143,10.500000,OK,OK,MM,0,432,556,479,479,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.919,1.992,0.043,4.387,Tracking,FRAME_PROCESSED,12,210,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002569,0.000000,0.000000
211,1403715534.462143,10.550000,OK,OK,MM,0,394,531,455,455,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.570,1.952,0.047,4.031,Tracking,FRAME_PROCESSED,12,211,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002560,0.000000,0.000000
212,1403715534.512143,10.600000,OK,OK,MM,0,360,473,395,395,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.517,1.828,0.050,3.801,Tracking,FRAME_PROCESSED,12,212,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002687,0.000000,0.000000
213,1403715534.562143,10.650000,OK,OK,MM,0,310,454,371,371,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.251,1.698,0.043,3.404,Tracking,FRAME_PROCESSED,12,213,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002238,0.000000,0.000000
214,1403715534.612143,10.700000,OK,OK,MM,0,283,400,323,323,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.266,1.676,0.044,3.392,Tracking,FRAME_PROCESSED,12,214,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002310,0.000000,0.000000
215,1403715534.662143,10.750000,OK,OK,MM,0,251,373,289,289,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.146,1.620,0.042,3.199,Tracking,FRAME_PROCESSED,12,215,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.020815,0.000000,0.000000
216,1403715534.712143,10.800000,OK,OK,MM,0,228,348,254,254,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.072,1.520,0.053,3.048,Tracking,FRAME_PROCESSED,12,216,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.007349,0.000000,0.000000
217,1403715534.762143,10.850000,OK,OK,MM,0,196,312,227,227,PoseOpt,no,no,13,1481,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.948,1.400,0.047,2.791,Tracking,FRAME_PROCESSED,12,217,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006571,0.000000,0.000000
218,1403715534.812143,10.900000,OK,OK,MM,0,178,260,187,187,PoseOpt,yes,yes,13,2062,1481,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.817,1.338,0.048,2.970,Tracking,FRAME_PROCESSED,13,218,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.022176,0.000000,0.000000
219,1403715534.862143,10.950000,OK,OK,MM,0,506,533,489,489,PoseOpt,no,no,14,1725,1725,14,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.892,2.047,0.041,4.423,Tracking,FRAME_PROCESSED,13,219,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001496,0.000000,0.000000
220,1403715534.912143,11.000000,OK,OK,MM,0,346,439,394,394,PoseOpt,no,no,14,1725,1725,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.264,1.800,0.042,3.577,Tracking,FRAME_PROCESSED,13,220,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004790,0.000000,0.000000
221,1403715534.962143,11.050000,OK,OK,MM,0,286,372,325,325,PoseOpt,no,no,14,1725,1725,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.123,1.602,0.045,3.193,Tracking,FRAME_PROCESSED,13,221,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.008245,0.000000,0.000000
222,1403715535.012143,11.100000,OK,OK,MM,0,237,311,235,235,PoseOpt,no,no,14,1725,1725,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.949,1.321,0.046,2.719,Tracking,FRAME_PROCESSED,13,222,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002841,0.000000,0.000000
223,1403715535.062143,11.150000,OK,OK,MM,0,189,288,214,214,PoseOpt,no,no,14,1725,1725,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.787,1.257,0.045,2.451,Tracking,FRAME_PROCESSED,13,223,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004123,0.000000,0.000000
224,1403715535.112143,11.200000,OK,OK,MM,0,188,272,208,208,PoseOpt,no,no,14,1725,1725,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.770,1.212,0.045,2.398,Tracking,FRAME_PROCESSED,13,224,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015161,0.000000,0.000000
225,1403715535.162143,11.250000,OK,OK,MM,0,165,244,184,184,PoseOpt,no,no,14,1725,1725,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.694,1.157,0.046,2.260,Tracking,FRAME_PROCESSED,13,225,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012301,0.000000,0.000000
226,1403715535.212143,11.300000,OK,OK,MM,0,148,229,166,166,PoseOpt,no,no,14,1725,1725,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.661,1.096,0.051,2.175,Tracking,FRAME_PROCESSED,13,226,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.013965,0.000000,0.000000
227,1403715535.262143,11.350000,OK,OK,MM,0,133,200,140,140,PoseOpt,yes,yes,14,2373,1725,13,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.583,1.014,0.050,2.423,Tracking,FRAME_PROCESSED,14,227,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.010106,0.000000,0.000000
228,1403715535.312143,11.400000,OK,OK,MM,0,546,558,514,514,PoseOpt,no,no,15,1869,1869,14,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,2.077,1.927,0.041,4.441,Tracking,FRAME_PROCESSED,14,228,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002427,0.000000,0.000000
229,1403715535.362143,11.450000,OK,OK,MM,0,401,560,525,525,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.501,2.038,0.040,4.027,Tracking,FRAME_PROCESSED,14,229,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001283,0.000000,0.000000
230,1403715535.412143,11.500000,OK,OK,MM,0,398,518,463,463,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.547,1.920,0.042,3.941,Tracking,FRAME_PROCESSED,14,230,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002200,0.000000,0.000000
231,1403715535.462143,11.550000,OK,OK,MM,0,381,483,418,418,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.469,1.811,0.045,3.763,Tracking,FRAME_PROCESSED,14,231,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001789,0.000000,0.000000
232,1403715535.512143,11.600000,OK,OK,MM,0,338,456,390,390,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.365,1.818,0.046,3.641,Tracking,FRAME_PROCESSED,14,232,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003541,0.000000,0.000000
233,1403715535.562143,11.650000,OK,OK,MM,0,291,430,362,362,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.199,1.640,0.043,3.289,Tracking,FRAME_PROCESSED,14,233,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000603,0.000000,0.000000
234,1403715535.612143,11.700000,OK,OK,MM,0,274,399,344,344,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.120,1.652,0.044,3.231,Tracking,FRAME_PROCESSED,14,234,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002129,0.000000,0.000000
235,1403715535.662143,11.750000,OK,OK,MM,0,262,365,311,311,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.175,1.500,0.045,3.115,Tracking,FRAME_PROCESSED,14,235,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003746,0.000000,0.000000
236,1403715535.712143,11.800000,OK,OK,MM,0,250,345,282,282,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.048,1.433,0.049,2.991,Tracking,FRAME_PROCESSED,14,236,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003775,0.000000,0.000000
237,1403715535.762143,11.850000,OK,OK,MM,0,242,319,261,261,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.994,1.342,0.052,2.755,Tracking,FRAME_PROCESSED,14,237,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002905,0.000000,0.000000
238,1403715535.812143,11.900000,OK,OK,MM,0,221,319,267,267,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.861,1.354,0.047,2.621,Tracking,FRAME_PROCESSED,14,238,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003615,0.000000,0.000000
239,1403715535.862143,11.950000,OK,OK,MM,0,234,287,240,240,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.902,1.308,0.049,2.647,Tracking,FRAME_PROCESSED,14,239,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012433,0.000000,0.000000
240,1403715535.912143,12.000000,OK,OK,MM,0,216,286,235,235,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.987,1.250,0.046,2.636,Tracking,FRAME_PROCESSED,14,240,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.018240,0.000000,0.000000
241,1403715535.962143,12.050000,OK,OK,MM,0,205,273,215,215,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.824,1.178,0.049,2.388,Tracking,FRAME_PROCESSED,14,241,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003052,0.000000,0.000000
242,1403715536.012143,12.100000,OK,OK,MM,0,186,263,198,198,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.831,1.187,0.047,2.416,Tracking,FRAME_PROCESSED,14,242,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006401,0.000000,0.000000
243,1403715536.062143,12.150000,OK,OK,MM,0,172,239,190,190,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.661,1.158,0.049,2.193,Tracking,FRAME_PROCESSED,14,243,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.015935,0.000000,0.000000
244,1403715536.112143,12.200000,OK,OK,MM,0,163,228,176,176,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.661,1.093,0.056,2.188,Tracking,FRAME_PROCESSED,14,244,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004685,0.000000,0.000000
245,1403715536.162143,12.250000,OK,OK,MM,0,151,220,158,158,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.583,1.075,0.054,2.069,Tracking,FRAME_PROCESSED,14,245,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.019078,0.000000,0.000000
246,1403715536.212143,12.300000,OK,OK,MM,0,136,206,151,151,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.581,1.056,0.049,2.047,Tracking,FRAME_PROCESSED,14,246,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.006031,0.000000,0.000000
247,1403715536.262143,12.350000,OK,OK,MM,0,134,191,146,146,PoseOpt,no,no,15,1869,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.606,1.019,0.049,2.003,Tracking,FRAME_PROCESSED,14,247,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005664,0.000000,0.000000
248,1403715536.312143,12.400000,OK,OK,MM,0,132,172,130,130,PoseOpt,yes,yes,15,2526,1869,14,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.539,0.991,0.059,2.438,Tracking,FRAME_PROCESSED,15,248,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.012149,0.000000,0.000000
249,1403715536.362143,12.450000,OK,OK,MM,0,520,506,481,481,PoseOpt,no,no,16,2051,2051,15,yes,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.935,1.548,0.041,3.921,Tracking,FRAME_PROCESSED,15,249,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001321,0.000000,0.000000
250,1403715536.412143,12.500000,OK,OK,MM,0,374,503,462,462,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.458,1.680,0.044,3.601,Tracking,FRAME_PROCESSED,15,250,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.004366,0.000000,0.000000
251,1403715536.462143,12.550000,OK,OK,MM,0,375,461,434,434,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.278,1.769,0.050,3.506,Tracking,FRAME_PROCESSED,15,251,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.002304,0.000000,0.000000
252,1403715536.512143,12.600000,OK,OK,MM,0,350,442,399,399,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.209,1.641,0.041,3.285,Tracking,FRAME_PROCESSED,15,252,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003689,0.000000,0.000000
253,1403715536.562143,12.650000,OK,OK,MM,0,311,402,359,359,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.105,1.649,0.044,3.204,Tracking,FRAME_PROCESSED,15,253,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001873,0.000000,0.000000
254,1403715536.612143,12.700000,OK,OK,MM,0,272,374,340,340,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.029,1.555,0.044,3.030,Tracking,FRAME_PROCESSED,15,254,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001082,0.000000,0.000000
255,1403715536.662143,12.750000,OK,OK,MM,0,262,336,302,302,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.934,1.394,0.042,2.757,Tracking,FRAME_PROCESSED,15,255,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.001874,0.000000,0.000000
256,1403715536.712143,12.800000,OK,OK,MM,0,241,301,265,265,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,1.002,1.306,0.045,2.725,Tracking,FRAME_PROCESSED,15,256,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.005734,0.000000,0.000000
257,1403715536.762143,12.850000,OK,OK,MM,0,218,289,258,258,PoseOpt,no,no,16,2051,2051,15,no,1,no,no,0,0,0,no,0.000000,0.000000,0.000,0.918,1.326,0.044,2.612,Tracking,FRAME_PROCESSED,15,257,0,OK,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.003591,0.000000,0.000000
