frame_id,timestamp,rel_time_s,當前幀狀態,上一幀狀態,tracking_method,initial_matches,matches_before_tlm_opt,matches_after_tlm_opt,final_inliers,need_new_kf,new_kf_created,total_kf_in_map,total_mp_in_map,local_map_mp_count,local_kf_count,map_updated,reloc_attempted,reloc_success,reloc_candidates,reloc_bow_pass,reloc_pnp_inliers,imu_initialized,bias_acc_norm,bias_gyro_norm,preintegration_ms,pose_pred_ms,track_local_map_ms,need_new_kf_ms,total_tracking_ms
790,1403715312.762143,34.000000,OK,OK,MM,231,376,308,308,no,no,105,5814,5411,83,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.039,2.704,0.018,4.155
791,1403715312.812143,34.050000,OK,OK,MM,273,371,309,309,no,no,105,5814,5411,83,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.116,2.787,0.020,4.375
792,1403715312.862143,34.100000,OK,OK,MM,281,345,280,280,no,no,105,5814,5411,83,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.007,2.812,0.019,4.239
793,1403715312.912143,34.150000,OK,OK,MM,256,342,292,292,yes,yes,105,5812,5409,83,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.950,2.294,0.018,3.686
794,1403715312.962143,34.200000,OK,OK,MM,265,373,314,314,no,no,106,5862,5459,84,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.968,2.483,0.020,3.860
795,1403715313.012143,34.250000,OK,OK,MM,280,382,310,310,no,no,106,5862,5459,84,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.016,2.751,0.025,4.270
796,1403715313.062143,34.300000,OK,OK,MM,275,346,304,304,yes,yes,105,5848,5445,83,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.985,2.262,0.019,3.650
797,1403715313.112143,34.350000,OK,OK,MM,254,328,273,273,no,no,106,5878,5315,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.914,2.406,0.021,3.771
798,1403715313.162143,34.400000,OK,OK,MM,243,321,266,266,no,no,106,5878,5419,83,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.863,6.023,0.018,7.295
799,1403715313.212143,34.450000,OK,OK,MM,235,316,252,252,yes,yes,106,5878,5476,82,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.866,2.354,0.018,3.626
800,1403715313.262143,34.500000,OK,OK,MM,229,380,321,321,no,no,107,5914,5513,84,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.952,2.703,0.019,4.117
801,1403715313.312143,34.550000,OK,OK,MM,295,378,323,323,no,no,107,5913,5512,85,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.010,2.469,0.020,4.016
802,1403715313.362143,34.600000,OK,OK,MM,296,366,311,311,yes,yes,107,5913,5490,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.031,2.553,0.020,4.005
803,1403715313.412143,34.650000,OK,OK,MM,289,401,342,342,no,no,108,5925,5502,82,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.996,2.604,0.019,4.016
804,1403715313.462143,34.700000,OK,OK,MM,318,386,330,330,no,no,108,5925,5524,86,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.112,2.731,0.019,4.277
805,1403715313.512143,34.750000,OK,OK,MM,307,398,343,343,yes,yes,108,5923,5522,86,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.153,2.559,0.018,4.135
806,1403715313.562143,34.800000,OK,OK,MM,309,415,354,354,no,no,109,5946,5545,87,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.070,2.733,0.021,4.239
807,1403715313.612143,34.850000,OK,OK,MM,324,406,349,349,no,no,109,5946,5485,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.093,2.550,0.021,4.053
808,1403715313.662143,34.900000,OK,OK,MM,317,397,340,340,yes,yes,109,5946,5118,71,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.121,2.440,0.018,3.996
809,1403715313.712143,34.950000,OK,OK,MM,315,404,347,347,no,no,110,5982,5559,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.147,3.264,0.026,4.879
810,1403715313.762143,35.000000,OK,OK,MM,323,406,373,373,no,no,110,5982,5477,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.155,2.723,0.025,4.430
811,1403715313.812143,35.050000,OK,OK,MM,344,397,351,351,yes,yes,110,5981,5476,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.120,2.315,0.018,3.847
812,1403715313.862143,35.100000,OK,OK,MM,329,404,370,370,no,no,111,5984,5137,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.075,2.529,0.019,4.021
813,1403715313.912143,35.150000,OK,OK,MM,333,413,371,371,no,no,111,5984,5132,79,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.233,2.554,0.021,4.285
814,1403715313.962143,35.200000,OK,OK,MM,327,405,353,353,yes,yes,111,5984,3504,50,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.135,2.044,0.019,3.589
815,1403715314.012143,35.250000,OK,OK,MM,330,434,389,389,no,no,112,6010,5410,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.131,2.723,0.020,4.274
816,1403715314.062143,35.300000,OK,OK,MM,355,418,353,353,no,no,112,6010,5157,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.346,2.969,0.022,4.781
817,1403715314.112143,35.350000,OK,OK,MM,325,405,356,356,yes,yes,111,5996,5179,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.191,2.404,0.019,4.062
818,1403715314.162143,35.400000,OK,OK,MM,316,392,348,348,no,no,112,5998,5446,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.166,2.551,0.020,4.145
819,1403715314.212143,35.450000,OK,OK,MM,310,366,327,327,no,no,112,5998,5446,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.160,2.537,0.020,4.127
820,1403715314.262143,35.500000,OK,OK,MM,305,378,336,336,yes,yes,111,5982,5191,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.063,2.269,0.017,3.741
821,1403715314.312143,35.550000,OK,OK,MM,307,374,321,321,no,no,112,5984,5096,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.171,2.546,0.019,4.141
822,1403715314.362143,35.600000,OK,OK,MM,293,342,302,302,no,no,112,5984,5010,74,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.033,2.769,0.019,4.204
823,1403715314.412143,35.650000,OK,OK,MM,282,352,310,310,yes,yes,111,5972,4859,71,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.094,2.223,0.017,3.709
824,1403715314.462143,35.700000,OK,OK,MM,289,363,315,315,no,no,112,5972,4889,73,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.064,2.421,0.027,3.945
825,1403715314.512143,35.750000,OK,OK,MM,293,368,324,324,no,no,112,5971,4888,73,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.266,2.900,0.021,6.945
826,1403715314.562143,35.800000,OK,OK,MM,302,346,314,314,yes,yes,112,5971,4888,73,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.351,2.662,0.020,4.410
827,1403715314.612143,35.850000,OK,OK,MM,296,363,324,324,no,no,113,5973,4890,74,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.221,3.048,0.018,4.654
828,1403715314.662143,35.900000,OK,OK,MM,299,349,317,317,no,no,113,5971,4830,72,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.343,2.684,3.141,7.550
829,1403715314.712143,35.950000,OK,OK,MM,294,334,295,295,yes,yes,112,5955,4814,71,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.314,2.088,0.016,3.760
830,1403715314.762143,36.000000,OK,OK,MM,277,340,308,308,no,no,113,5958,4817,72,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.022,2.380,0.017,3.745
831,1403715314.812143,36.050000,OK,OK,MM,282,317,280,280,no,no,113,5958,4817,72,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.001,2.508,0.018,3.931
832,1403715314.862143,36.100000,OK,OK,MM,268,322,281,281,no,no,112,5948,3320,44,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.972,1.745,0.016,3.054
833,1403715314.912143,36.150000,OK,OK,MM,259,322,295,295,yes,yes,112,5948,4057,52,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.968,2.123,0.016,3.447
834,1403715314.962143,36.200000,OK,OK,MM,276,389,356,356,no,no,113,6034,4951,74,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.987,2.352,0.022,3.751
835,1403715315.012143,36.250000,OK,OK,MM,338,359,331,331,no,no,113,6034,4951,74,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.186,2.490,0.022,4.070
836,1403715315.062143,36.300000,OK,OK,MM,307,359,319,319,no,no,112,6024,4883,71,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.023,2.505,0.023,3.920
837,1403715315.112143,36.350000,OK,OK,MM,289,356,313,313,yes,yes,112,6024,5080,75,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.013,2.284,0.018,3.648
838,1403715315.162143,36.400000,OK,OK,MM,290,394,350,350,no,no,113,6048,4907,72,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.013,2.402,0.019,3.785
839,1403715315.212143,36.450000,OK,OK,MM,330,379,328,328,no,no,113,6048,4907,72,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.220,2.475,0.021,4.117
840,1403715315.262143,36.500000,OK,OK,MM,301,370,324,324,yes,yes,113,6048,3420,45,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.106,1.948,0.018,3.425
841,1403715315.312143,36.550000,OK,OK,MM,302,389,333,333,no,no,114,6060,3432,46,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.095,2.146,0.020,3.621
842,1403715315.362143,36.600000,OK,OK,MM,317,389,329,329,no,no,114,6060,3432,46,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.200,2.348,0.024,4.007
843,1403715315.412143,36.650000,OK,OK,MM,306,381,335,335,no,no,114,6060,3432,46,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.076,1.821,0.018,3.255
844,1403715315.462143,36.700000,OK,OK,MM,305,374,321,321,yes,yes,114,6060,3432,46,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.103,1.952,0.017,3.426
845,1403715315.512143,36.750000,OK,OK,MM,295,387,335,335,no,no,115,6083,3455,47,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.984,2.036,0.021,3.382
846,1403715315.562143,36.800000,OK,OK,MM,302,387,331,331,no,no,115,6083,3339,46,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.166,2.050,0.022,3.633
847,1403715315.612143,36.850000,OK,OK,MM,305,391,333,333,yes,yes,114,6063,3319,45,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.043,1.958,0.018,3.383
848,1403715315.662143,36.900000,OK,OK,MM,305,384,329,329,no,no,115,6086,3832,48,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.024,2.183,0.022,3.577
849,1403715315.712143,36.950000,OK,OK,MM,298,368,312,312,no,no,115,6086,3832,48,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.143,2.339,0.022,3.894
850,1403715315.762143,37.000000,OK,OK,MM,284,384,324,324,yes,yes,115,6084,3978,50,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.985,1.952,0.018,3.333
851,1403715315.812143,37.050000,OK,OK,MM,291,394,354,354,no,no,116,6117,3489,48,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.983,2.124,0.020,3.470
852,1403715315.862143,37.100000,OK,OK,MM,318,381,311,311,no,no,116,6117,3569,49,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.127,2.081,0.021,3.580
853,1403715315.912143,37.150000,OK,OK,MM,284,364,309,309,yes,yes,114,6078,3789,52,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.736,2.351,0.018,4.444
854,1403715315.962143,37.200000,OK,OK,MM,280,376,307,307,no,no,115,6084,4448,59,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.951,2.140,0.023,3.455
855,1403715316.012143,37.250000,OK,OK,MM,282,368,316,316,no,no,115,6082,4458,60,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.956,2.116,0.017,6.468
856,1403715316.062143,37.300000,OK,OK,MM,285,364,300,300,yes,yes,115,6082,4590,69,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.014,2.192,0.017,3.586
857,1403715316.112143,37.350000,OK,OK,MM,259,329,281,281,no,no,116,6055,4468,62,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.967,2.501,0.023,3.877
858,1403715316.162143,37.400000,OK,OK,MM,250,334,274,274,no,no,116,6055,4401,61,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.820,2.255,0.021,3.605
859,1403715316.212143,37.450000,OK,OK,MM,244,320,277,277,yes,yes,115,6035,4911,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.830,2.085,0.016,3.325
860,1403715316.262143,37.500000,OK,OK,MM,233,298,238,238,no,no,116,6033,4834,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.819,2.181,0.017,3.355
861,1403715316.312143,37.550000,OK,OK,MM,209,319,270,270,no,no,116,6033,4834,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.715,2.270,0.017,3.431
862,1403715316.362143,37.600000,OK,OK,MM,242,316,264,264,yes,yes,114,6004,4880,80,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.776,2.108,0.015,3.278
863,1403715316.412143,37.650000,OK,OK,MM,238,305,262,262,no,no,115,6002,4843,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.986,2.393,0.016,3.746
864,1403715316.462143,37.700000,OK,OK,MM,231,298,240,240,no,no,115,6002,4843,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.835,2.216,0.018,3.494
865,1403715316.512143,37.750000,OK,OK,MM,224,319,265,265,no,no,114,5991,4855,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.819,2.157,0.016,3.368
866,1403715316.562143,37.800000,OK,OK,MM,233,322,273,273,yes,yes,114,5991,4855,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.816,2.248,0.015,3.459
867,1403715316.612143,37.850000,OK,OK,MM,243,368,332,332,no,no,115,6056,4833,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.867,2.364,0.019,3.621
868,1403715316.662143,37.900000,OK,OK,MM,298,377,332,332,no,no,115,6056,4897,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.997,2.720,0.022,4.143
869,1403715316.712143,37.950000,OK,OK,MM,297,359,324,324,no,no,115,6055,4896,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.027,2.485,0.021,3.934
870,1403715316.762143,38.000000,OK,OK,MM,288,363,314,314,no,no,115,6055,4832,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.925,2.346,0.017,3.640
871,1403715316.812143,38.050000,OK,OK,MM,280,341,294,294,yes,yes,115,6055,4896,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.909,2.378,0.017,3.702
872,1403715316.862143,38.100000,OK,OK,MM,265,409,359,359,no,no,116,6119,4838,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.873,2.523,0.019,3.802
873,1403715316.912143,38.150000,OK,OK,MM,313,388,338,338,no,no,116,6119,4876,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.032,2.608,0.023,4.131
874,1403715316.962143,38.200000,OK,OK,MM,296,378,329,329,no,no,116,6117,4853,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.977,2.224,0.020,3.626
875,1403715317.012143,38.250000,OK,OK,MM,287,372,316,316,yes,yes,116,6117,4836,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.913,2.370,0.018,3.698
876,1403715317.062143,38.300000,OK,OK,MM,267,405,365,365,no,no,117,6147,4846,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.849,2.590,0.021,3.834
877,1403715317.112143,38.350000,OK,OK,MM,321,395,342,342,no,no,117,6147,4816,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.108,2.582,0.029,4.186
878,1403715317.162143,38.400000,OK,OK,MM,287,380,333,333,no,no,117,6147,4816,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.937,2.734,0.025,4.127
879,1403715317.212143,38.450000,OK,OK,MM,280,377,328,328,yes,yes,116,6138,4874,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.050,2.938,0.024,4.443
880,1403715317.262143,38.500000,OK,OK,MM,282,400,355,355,no,no,117,6173,4842,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.205,3.070,0.027,4.713
881,1403715317.312143,38.550000,OK,OK,MM,297,390,348,348,no,no,117,6173,4842,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.272,2.954,0.023,4.716
882,1403715317.362143,38.600000,OK,OK,MM,284,369,343,343,no,no,117,6173,4842,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.241,2.772,0.020,4.443
883,1403715317.412143,38.650000,OK,OK,MM,284,365,328,328,yes,yes,117,6173,4842,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.075,2.248,0.018,3.745
884,1403715317.462143,38.700000,OK,OK,MM,278,394,357,357,no,no,118,6200,4848,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.025,2.650,0.024,4.102
885,1403715317.512143,38.750000,OK,OK,MM,292,386,355,355,no,no,118,6200,4848,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.980,2.617,0.025,4.093
886,1403715317.562143,38.800000,OK,OK,MM,296,362,335,335,no,no,118,6198,4846,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.038,2.368,0.019,3.826
887,1403715317.612143,38.850000,OK,OK,MM,274,359,328,328,yes,yes,118,6198,4846,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.954,2.322,0.018,3.681
888,1403715317.662143,38.900000,OK,OK,MM,267,411,380,380,no,no,119,6272,4877,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.918,2.447,0.022,3.767
889,1403715317.712143,38.950000,OK,OK,MM,299,409,374,374,no,no,119,6272,4877,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.107,2.892,0.023,4.469
890,1403715317.762143,39.000000,OK,OK,MM,302,374,334,334,no,no,119,6272,4880,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.134,2.450,0.021,3.989
891,1403715317.812143,39.050000,OK,OK,MM,266,371,343,343,yes,yes,118,6262,4891,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.011,2.458,0.025,3.989
892,1403715317.862143,39.100000,OK,OK,MM,276,426,392,392,no,no,119,6342,4989,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.013,3.328,0.028,4.819
893,1403715317.912143,39.150000,OK,OK,MM,320,413,382,382,no,no,119,6342,4979,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.434,3.555,0.026,5.473
894,1403715317.962143,39.200000,OK,OK,MM,315,411,376,376,no,no,119,6342,4953,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.364,3.239,0.023,5.091
895,1403715318.012143,39.250000,OK,OK,MM,308,384,361,361,no,no,119,6342,4989,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.318,2.929,0.028,4.681
896,1403715318.062143,39.300000,OK,OK,MM,284,390,360,360,no,no,119,6342,4989,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.096,2.642,0.019,4.088
897,1403715318.112143,39.350000,OK,OK,MM,287,385,352,352,yes,yes,119,6342,5003,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.070,2.502,0.020,3.996
898,1403715318.162143,39.400000,OK,OK,MM,299,443,410,410,no,no,120,6388,5002,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.083,2.748,0.021,4.248
899,1403715318.212143,39.450000,OK,OK,MM,328,409,374,374,no,no,120,6388,5002,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.268,2.835,0.023,4.613
900,1403715318.262143,39.500000,OK,OK,MM,306,410,378,378,no,no,120,6388,5002,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.132,2.715,0.026,4.474
901,1403715318.312143,39.550000,OK,OK,MM,305,409,373,373,no,no,119,6371,5003,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.066,2.354,0.020,3.871
902,1403715318.362143,39.600000,OK,OK,MM,307,386,351,351,yes,yes,119,6371,5032,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.113,2.459,0.019,3.991
903,1403715318.412143,39.650000,OK,OK,MM,289,414,381,381,no,no,120,6368,4977,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.118,2.506,0.025,4.062
904,1403715318.462143,39.700000,OK,OK,MM,323,409,383,383,no,no,120,6368,4977,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.184,3.201,0.025,4.899
905,1403715318.512143,39.750000,OK,OK,MM,297,386,362,362,no,no,120,6366,4975,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.366,2.936,0.020,6.804
906,1403715318.562143,39.800000,OK,OK,MM,263,393,360,360,no,no,120,6366,4975,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.237,3.054,0.024,4.730
907,1403715318.612143,39.850000,OK,OK,MM,289,375,340,340,yes,yes,120,6366,4975,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.337,2.916,0.019,4.688
908,1403715318.662143,39.900000,OK,OK,MM,265,391,362,362,no,no,121,6421,5004,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.196,2.942,0.023,4.614
909,1403715318.712143,39.950000,OK,OK,MM,269,387,334,334,no,no,121,6421,5004,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.129,2.515,0.022,4.111
910,1403715318.762143,40.000000,OK,OK,MM,243,362,317,317,no,no,121,6421,5004,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.964,3.927,0.020,5.455
911,1403715318.812143,40.050000,OK,OK,MM,235,366,321,321,yes,yes,120,6406,5015,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.878,2.395,0.020,3.693
912,1403715318.862143,40.100000,OK,OK,MM,262,392,352,352,no,no,121,6426,5009,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.052,2.548,0.019,4.018
913,1403715318.912143,40.150000,OK,OK,MM,275,370,335,335,no,no,121,6426,5009,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.041,2.546,0.020,4.024
914,1403715318.962143,40.200000,OK,OK,MM,260,366,329,329,no,no,121,6426,5009,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.968,2.675,0.020,4.081
915,1403715319.012143,40.250000,OK,OK,MM,245,365,329,329,yes,yes,121,6426,5009,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.938,2.435,0.018,3.803
916,1403715319.062143,40.300000,OK,OK,MM,249,383,339,339,no,no,122,6458,4947,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.969,3.214,0.021,4.623
917,1403715319.112143,40.350000,OK,OK,MM,268,388,356,356,no,no,122,6458,4947,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.174,3.194,0.022,4.880
918,1403715319.162143,40.400000,OK,OK,MM,283,366,344,344,no,no,121,6440,4946,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.029,2.337,0.018,3.798
919,1403715319.212143,40.450000,OK,OK,MM,263,367,336,336,yes,yes,121,6440,5047,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.052,2.397,0.018,3.871
920,1403715319.262143,40.500000,OK,OK,MM,231,335,298,298,no,no,122,6468,5085,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.011,2.407,0.019,3.818
921,1403715319.312143,40.550000,OK,OK,MM,236,337,295,295,no,no,122,6468,5085,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.892,2.502,0.022,3.861
922,1403715319.362143,40.600000,OK,OK,MM,235,320,277,277,no,no,122,6467,5084,81,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.869,5.886,0.019,7.189
923,1403715319.412143,40.650000,OK,OK,MM,205,325,288,288,yes,yes,122,6467,5084,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.801,2.531,0.019,3.773
924,1403715319.462143,40.700000,OK,OK,MM,238,371,329,329,no,no,123,6521,5120,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.875,2.506,0.019,3.823
925,1403715319.512143,40.750000,OK,OK,MM,254,348,313,313,no,no,123,6521,5120,81,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.997,2.503,0.019,3.928
926,1403715319.562143,40.800000,OK,OK,MM,248,314,281,281,no,no,123,6521,4714,74,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.899,3.364,0.025,4.686
927,1403715319.612143,40.850000,OK,OK,MM,240,311,271,271,yes,yes,123,6521,4714,74,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.890,2.254,0.018,3.566
928,1403715319.662143,40.900000,OK,OK,MM,215,344,305,305,no,no,124,6579,4416,70,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.943,2.247,0.018,3.585
929,1403715319.712143,40.950000,OK,OK,MM,251,338,296,296,no,no,124,6579,4416,70,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.000,2.215,0.019,3.654
930,1403715319.762143,41.000000,OK,OK,MM,246,330,284,284,no,no,124,6579,4348,67,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.914,2.004,0.026,3.308
931,1403715319.812143,41.050000,OK,OK,MM,231,326,282,282,yes,yes,124,6579,4390,68,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.966,2.131,0.016,3.523
932,1403715319.862143,41.100000,OK,OK,MM,240,379,334,334,no,no,125,6644,4439,70,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.923,2.387,0.021,3.765
933,1403715319.912143,41.150000,OK,OK,MM,269,348,301,301,no,no,125,6644,4439,70,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.093,2.272,0.019,3.777
934,1403715319.962143,41.200000,OK,OK,MM,252,364,313,313,no,no,125,6644,4439,70,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.956,2.235,0.019,3.569
935,1403715320.012143,41.250000,OK,OK,MM,261,344,306,306,yes,yes,125,6643,4438,70,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,0.952,2.090,0.017,3.466
936,1403715320.062143,41.300000,OK,OK,MM,253,415,364,364,no,no,126,6713,4508,71,no,no,no,0,0,0,no,0.000000,0.000000,0.000,0.969,2.422,0.021,3.810
937,1403715320.112143,41.350000,OK,OK,MM,288,391,336,336,no,no,126,6713,4482,69,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.157,2.299,0.023,3.959
938,1403715320.162143,41.400000,OK,OK,MM,278,400,350,350,no,no,126,6712,4426,68,yes,no,no,0,0,0,no,0.000000,0.000000,0.000,1.126,2.499,0.019,4.028
939,1403715320.212143,41.450000,OK,OK,MM,294,381,327,327,yes,yes,126,6712,4426,68,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.127,2.278,0.020,3.881
940,1403715320.262143,41.500000,OK,OK,MM,258,414,365,365,no,no,127,6773,4487,69,no,no,no,0,0,0,no,0.000000,0.000000,0.000,1.014,2.426,0.023,3.882
